feature,gain,split
LIVINGAPARTMENTS_MODE,42.32154846191406,192.0
YEARS_BEGINEXPLUATATION_AVG,42.25156021118164,231.0
AMT_INCOME_TOTAL,42.24637985229492,403.0
LIVINGAPARTMENTS_AVG,42.236942291259766,177.0
POS_CNT_INSTALMENT_FUTURE_MIN,42.23587417602539,194.0
POS_SK_DPD_MEAN,42.162811279296875,342.0
COMMONAREA_MEDI,42.0772705078125,203.0
ORGANIZATION_TYPE_Telecom,42.062660217285156,13.0
REGION_POPULATION_RELATIVE,42.02263259887695,715.0
AMT_REQ_CREDIT_BUREAU_YEAR,41.598541259765625,303.0
BUREAU_BB_STATUS_0_SUM,41.516143798828125,638.0
ORGANIZATION_TYPE_Housing,41.474727630615234,15.0
WALLSMATERIAL_MODE_Mixed,41.45106506347656,3.0
NAME_TYPE_SUITE_Family,41.423580169677734,25.0
LIVINGAREA_AVG,41.155860900878906,246.0
DOC_RECENCY_RATIO,41.085227966308594,609.0
LANDAREA_MEDI,40.996803283691406,184.0
NAME_HOUSING_TYPE_House / apartment,40.86608123779297,73.0
NAME_HOUSING_TYPE_Office apartment,40.786231994628906,60.0
BUREAU_BB_STATUS_X_SUM,40.664161682128906,360.0
INC_PER_DEP,40.347328186035156,474.0
WALLSMATERIAL_MODE_Monolithic,40.301509857177734,6.0
ORGANIZATION_TYPE_Business Entity Type 3,40.29941177368164,85.0
OCCUPATION_TYPE_HR staff,40.237892150878906,1.0
OCCUPATION_TYPE_High skill tech staff,40.15265655517578,58.0
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,40.13851547241211,463.0
BASEMENTAREA_AVG,40.00032043457031,339.0
YEARS_BUILD_AVG,39.99924087524414,240.0
FLAG_EMAIL,39.93012237548828,25.0
BASEMENTAREA_MODE,39.68824005126953,306.0
EMERGENCYSTATE_MODE_Yes,39.09136199951172,10.0
CC_SK_DPD_MEAN,39.05912780761719,287.0
BUREAU_BB_STATUS_2_SUM,39.05659484863281,122.0
COMMONAREA_AVG,39.02058410644531,259.0
HOUR_APPR_PROCESS_START,38.963985443115234,461.0
NONLIVINGAPARTMENTS_AVG,38.96259307861328,173.0
OCCUPATION_TYPE_Medicine staff,38.925758361816406,67.0
NAME_FAMILY_STATUS_Single / not married,38.91035079956055,48.0
OBS_30_CNT_SOCIAL_CIRCLE,38.85823440551758,236.0
OCCUPATION_TYPE_Realty agents,38.84893798828125,3.0
ENTRANCES_MODE,38.662452697753906,104.0
ENTRANCES_AVG,38.613624572753906,127.0
ORGANIZATION_TYPE_Security Ministries,38.5761833190918,63.0
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,38.495418548583984,57.0
row_id,38.494503021240234,780.0
NAME_HOUSING_TYPE_Municipal apartment,38.48857879638672,59.0
ORGANIZATION_TYPE_Business Entity Type 2,38.476924896240234,16.0
"NAME_TYPE_SUITE_Spouse, partner",38.43375015258789,47.0
ELEVATORS_AVG,38.366539001464844,157.0
LANDAREA_AVG,38.34853744506836,252.0
ORGANIZATION_TYPE_Transport: type 4,38.26667404174805,16.0
FLAG_OWN_REALTY,38.193809509277344,40.0
FLAG_EMP_PHONE,38.14133834838867,1.0
POS_SK_DPD_MAX,38.11046600341797,277.0
OCCUPATION_TYPE_Cooking staff,38.1049690246582,5.0
ORGANIZATION_TYPE_Agriculture,37.98103332519531,4.0
ORGANIZATION_TYPE_Transport: type 2,37.9085693359375,14.0
CC_SK_DPD_MAX,37.73851776123047,122.0
CNT_FAM_MEMBERS,37.674686431884766,93.0
"WALLSMATERIAL_MODE_Stone, brick",37.66117858886719,78.0
AMT_REQ_CREDIT_BUREAU_MON,37.56671142578125,99.0
OCCUPATION_TYPE_Managers,37.53105926513672,15.0
WEEKDAY_APPR_PROCESS_START_SATURDAY,37.484100341796875,74.0
ORGANIZATION_TYPE_Culture,37.30685806274414,1.0
HOUSETYPE_MODE_specific housing,37.298362731933594,30.0
ORGANIZATION_TYPE_Medicine,37.1611328125,33.0
ORGANIZATION_TYPE_Services,37.03144836425781,15.0
HOUSETYPE_MODE_block of flats,36.95768737792969,1.0
ORGANIZATION_TYPE_Emergency,36.9560661315918,3.0
FLOORSMIN_MEDI,36.83028793334961,97.0
NONLIVINGAPARTMENTS_MODE,36.79446029663086,134.0
OCCUPATION_TYPE_Cleaning staff,36.31456756591797,10.0
ORGANIZATION_TYPE_Business Entity Type 1,36.27924728393555,19.0
NAME_EDUCATION_TYPE_Lower secondary,36.27558898925781,41.0
ORGANIZATION_TYPE_Insurance,36.26286697387695,10.0
WALLSMATERIAL_MODE_Wooden,36.187889099121094,7.0
CNT_CHILDREN,36.07354736328125,120.0
BUREAU_BB_STATUS_5_SUM,36.00543212890625,59.0
BUREAU_BB_STATUS_1_SUM,35.916839599609375,267.0
ORGANIZATION_TYPE_Government,35.85240936279297,54.0
OCCUPATION_TYPE_IT staff,35.74720764160156,4.0
ORGANIZATION_TYPE_Security,35.57707214355469,10.0
ORGANIZATION_TYPE_Realtor,35.55889892578125,77.0
NAME_FAMILY_STATUS_Separated,35.545982360839844,37.0
NAME_TYPE_SUITE_Children,35.455474853515625,23.0
NAME_EDUCATION_TYPE_Incomplete higher,35.32331085205078,48.0
NAME_HOUSING_TYPE_Co-op apartment,35.04056167602539,6.0
HOUSETYPE_MODE_terraced house,34.79341125488281,1.0
WEEKDAY_APPR_PROCESS_START_MONDAY,34.767940521240234,96.0
OCCUPATION_TYPE_Security staff,34.69770431518555,12.0
ORGANIZATION_TYPE_Mobile,34.680423736572266,2.0
NAME_INCOME_TYPE_Commercial associate,34.478755950927734,71.0
ORGANIZATION_TYPE_Trade: type 2,34.401851654052734,37.0
FLAG_DOCUMENT_6,34.32831573486328,17.0
OCCUPATION_TYPE_Secretaries,34.14215087890625,12.0
ORGANIZATION_TYPE_Trade: type 3,34.08441925048828,7.0
FONDKAPREMONT_MODE_reg oper account,33.827762603759766,10.0
OCCUPATION_TYPE_Private service staff,33.66088104248047,26.0
WEEKDAY_APPR_PROCESS_START_FRIDAY,33.54905700683594,29.0
BUREAU_BB_STATUS_3_SUM,33.4824333190918,19.0
WEEKDAY_APPR_PROCESS_START_SUNDAY,33.407981872558594,60.0
NAME_HOUSING_TYPE_With parents,33.31420135498047,20.0
OCCUPATION_TYPE_Waiters/barmen staff,33.20991516113281,4.0
ORGANIZATION_TYPE_Trade: type 7,33.127620697021484,14.0
FONDKAPREMONT_MODE_org spec account,32.469547271728516,20.0
ORGANIZATION_TYPE_Police,32.396976470947266,55.0
ORGANIZATION_TYPE_Hotel,32.067466735839844,37.0
OCCUPATION_TYPE_Low-skill Laborers,31.98483657836914,33.0
ORGANIZATION_TYPE_Legal Services,31.9643611907959,23.0
FLAG_PHONE,31.86566925048828,78.0
ORGANIZATION_TYPE_University,31.85533332824707,24.0
WEEKDAY_APPR_PROCESS_START_TUESDAY,31.677459716796875,33.0
OCCUPATION_TYPE_Sales staff,30.947708129882812,19.0
LIVE_REGION_NOT_WORK_REGION,30.771413803100586,18.0
NAME_TYPE_SUITE_Other_B,30.560680389404297,11.0
REG_REGION_NOT_WORK_REGION,29.765920639038086,12.0
NAME_TYPE_SUITE_Group of people,29.742830276489258,1.0
FLAG_DOCUMENT_5,29.712539672851562,10.0
NAME_EDUCATION_TYPE_Academic degree,29.593324661254883,59.0
LIVE_CITY_NOT_WORK_CITY,28.69675064086914,46.0
ORGANIZATION_TYPE_Industry: type 12,28.16111183166504,34.0
WALLSMATERIAL_MODE_Others,27.77459716796875,16.0
ORGANIZATION_TYPE_Trade: type 6,27.65049934387207,27.0
ORGANIZATION_TYPE_Other,27.411102294921875,24.0
ORGANIZATION_TYPE_Cleaning,27.124725341796875,1.0
FONDKAPREMONT_MODE_reg oper spec account,26.54560089111328,27.0
ORGANIZATION_TYPE_Industry: type 4,26.3414363861084,3.0
ORGANIZATION_TYPE_Industry: type 11,25.850345611572266,7.0
REG_REGION_NOT_LIVE_REGION,25.70006561279297,44.0
ORGANIZATION_TYPE_Trade: type 4,24.86813735961914,21.0
EMERGENCYSTATE_MODE_No,24.39664649963379,3.0
NAME_HOUSING_TYPE_Rented apartment,23.833253860473633,20.0
ORGANIZATION_TYPE_Transport: type 1,23.401105880737305,24.0
BUREAU_BB_STATUS_4_SUM,22.9759521484375,55.0
ORGANIZATION_TYPE_Electricity,22.17664909362793,11.0
DOWNPAY_SHARE,21.13371467590332,27.0
ORGANIZATION_TYPE_Industry: type 5,21.075586318969727,18.0
ORGANIZATION_TYPE_Trade: type 5,20.82257843017578,4.0
ORGANIZATION_TYPE_Industry: type 2,19.68308448791504,11.0
ORGANIZATION_TYPE_Industry: type 1,19.49742889404297,2.0
NAME_TYPE_SUITE_Other_A,17.95624351501465,6.0
ORGANIZATION_TYPE_Postal,16.080896377563477,4.0
ORGANIZATION_TYPE_XNA,0.0,0.0
AMT_REQ_CREDIT_BUREAU_HOUR,0.0,0.0
ORGANIZATION_TYPE_Industry: type 13,0.0,0.0
AMT_REQ_CREDIT_BUREAU_DAY,0.0,0.0
ORGANIZATION_TYPE_Trade: type 1,0.0,0.0
NAME_FAMILY_STATUS_Unknown,0.0,0.0
NAME_INCOME_TYPE_Maternity leave,0.0,0.0
ORGANIZATION_TYPE_Industry: type 10,0.0,0.0
CODE_GENDER_XNA,0.0,0.0
NAME_INCOME_TYPE_Unemployed,0.0,0.0
NAME_INCOME_TYPE_Pensioner,0.0,0.0
NAME_INCOME_TYPE_Businessman,0.0,0.0
NAME_INCOME_TYPE_Student,0.0,0.0
ORGANIZATION_TYPE_Industry: type 6,0.0,0.0
ORGANIZATION_TYPE_Industry: type 8,0.0,0.0
ORGANIZATION_TYPE_Religion,0.0,0.0
